업종명,업소명,소재지(도로명),소재지전화,업태명,문의전화
일반음식점,터줏골첨단도시점,충청북도 충주시 대소원면 첨단쉼터4길 36,,한식,043-850-3473
일반음식점,포장마차와썸타다,충청북도 충주시 연수동산로6길 22-8 (연수동),043-851-7560,호프/통닭,043-850-3473
일반음식점,카페1053,충청북도 충주시 금봉대로 429 (안림동),,기타,043-850-3473
일반음식점,엠커피 팩토리,충청북도 충주시 수안보면 물탕1길 9,043-845-9812,기타,043-850-3473
일반음식점,"안녕,좋은사람",충청북도 충주시 수안보면 온천천변길 27,043-857-1844,한식,043-850-3473
일반음식점,묵이랑탕이랑,충청북도 충주시 산척면 천등박달로 155,043-853-6030,한식,043-850-3473
일반음식점,불닭발땡초동대문엽기떡볶이교통대점,충청북도 충주시 대소원면 대학로 23,043-842-8592,분식,043-850-3473
일반음식점,요모코네,충청북도 충주시 동수5길 13 (연수동),043-843-9985,분식,043-850-3473
일반음식점,비쥬,충청북도 충주시 행정10길 10-1 (목행동),,호프/통닭,043-850-3473
일반음식점,보리랑국수,충청북도 충주시 지곡10길 34 (지현동),043-856-3352,분식,043-850-3473
일반음식점,본가충주연수점,충청북도 충주시 번영대로 245 (연수동),043-854-4567,한식,043-850-3473
일반음식점,블럭,충청북도 충주시 칠금12길 29 (칠금동),043-850-8646,호프/통닭,043-850-3473
일반음식점,달주,충청북도 충주시 대소원면 대학로 19-3,,호프/통닭,043-850-3473
일반음식점,성모장례식당,충청북도 충주시 성남2길 7 (성남동),,한식,043-850-3473
일반음식점,원조삼정식당,충청북도 충주시 용정2길 4 (성남동),043-848-5677,한식,043-850-3473
일반음식점,종댕이길한우,충청북도 충주시 충주호수로 1354 (목벌동),043-852-6600,한식,043-850-3473
일반음식점,깐치호용산점,충청북도 충주시 남산로 80 (용산동),043-846-0005,호프/통닭,043-850-3473
일반음식점,비에이치씨치킨(용산점),충청북도 충주시 염밭로 96 (교현동),043-852-8111,호프/통닭,043-850-3473
일반음식점,숯불닭갈비계륵장군,충청북도 충주시 예성로 400-3 (연수동),043-856-6700,한식,043-850-3473
일반음식점,드멜바,충청북도 충주시 원호암3길 6-2 (호암동),043-843-7454,기타,043-850-3473
일반음식점,옥짱도시락,충청북도 충주시 봉현로 117 (봉방동),043-843-5555,한식,043-850-3473
일반음식점,수안보이가네손짜장,충청북도 충주시 수안보면 장터2길 30-1,043-856-5551,중국식,043-850-3473
일반음식점,보성맛집,충청북도 충주시 동량면 조동1길 64,043-842-1904,한식,043-850-3473
일반음식점,갓바위가든,충청북도 충주시 동량면 조동1길 76,043-851-5656,한식,043-850-3473
일반음식점,동림동태찜충주점,충청북도 충주시 중앙탑면 중앙탑길 229,043-855-2836,한식,043-850-3473
일반음식점,까만염소,충청북도 충주시 예성로 20-1 (호암동),043-847-4650,한식,043-850-3473
일반음식점,능이이야기,충청북도 충주시 충인4길 20 (충인동),043-854-9696,한식,043-850-3473
일반음식점,맛있는식당,"충청북도 충주시 탄금대로 19, 1층 (문화동)",043-847-4568,한식,043-850-3473
일반음식점,투다리수안보1호점,충청북도 충주시 수안보면 물탕2길 8,043-846-7963,호프/통닭,043-850-3473
일반음식점,남한강식당,충청북도 충주시 칠금15길 7 (칠금동),043-848-2444,한식,043-850-3473
일반음식점,신토불이가든,충청북도 충주시 중앙탑면 인담길 61,043-855-3760,한식,043-850-3473
일반음식점,산척정육식당,충청북도 충주시 산척면 동산로 717,043-853-5026,한식,043-850-3473
일반음식점,르네상스호텔식당,충청북도 충주시 수안보면 장터2길 11,043-846-1122,한식,043-850-3473
일반음식점,일미치킨호프,"충청북도 충주시 산척면 동산로 725, 가동",043-853-3978,호프/통닭,043-850-3473
일반음식점,다연닭갈비순두부왕십리곱창볶음,충청북도 충주시 대림9길 39-1 (문화동),043-847-2725,한식,043-850-3473
일반음식점,평양칼국수,충청북도 충주시 연원17길 21 (연수동),043-856-5969,분식,043-850-3473
일반음식점,평창송어회,충청북도 충주시 염밭로 86 (교현동),043-853-6006,한식,043-850-3473
일반음식점,맛나리,충청북도 충주시 행정7길 27-1 (목행동),043-853-8600,한식,043-850-3473
일반음식점,삼미파전,충청북도 충주시 연수상가길 27 (연수동),043-843-6679,한식,043-850-3473
일반음식점,카페(Cafe)289,충청북도 충주시 수안보면 주정산로 21,043-846-0495,기타,043-850-3473
일반음식점,맛있는 집,충청북도 충주시 용정2길 11 (성남동),043-847-9995,호프/통닭,043-850-3473
일반음식점,한잔할래,충청북도 충주시 연수상가4길 21-1 (연수동),043-857-5880,호프/통닭,043-850-3473
일반음식점,인오횟집,충청북도 충주시 충주호수로 1006 (종민동),043-843-6692,횟집,043-850-3473
일반음식점,서울식당,충청북도 충주시 하풍1길 3 (풍동),043-856-3301,한식,043-850-3473
일반음식점,백장미식당,"충청북도 충주시 충인7길 31-1, 1층 (충인동)",043-844-1124,한식,043-850-3473
일반음식점,또래오래주덕점,"충청북도 충주시 주덕읍 신양로 68, 1층",043-852-9906,통닭(치킨),043-850-3473
일반음식점,주덕병천순대,충청북도 충주시 주덕읍 신양1길 15,043-851-5525,한식,043-850-3473
일반음식점,산마루가든민박,충청북도 충주시 수안보면 미륵송계로 265,043-848-6400,한식,043-850-3473
일반음식점,강남동태찜,충청북도 충주시 남산4길 76 (교현동),043-856-6357,한식,043-850-3473
일반음식점,청마루식당,충청북도 충주시 충열1길 21 (단월동),043-852-4049,중국식,043-850-3473
일반음식점,사이,충청북도 충주시 충열5길 16 (단월동),,한식,043-850-3473
일반음식점,가나돈까스,충청북도 충주시 거룡2길 62-2 (용산동),043-844-4449,분식,043-850-3473
일반음식점,즐겨찾기호프,충청북도 충주시 행정11길 26 (목행동),043-857-5600,호프/통닭,043-850-3473
일반음식점,공원갈매기,충청북도 충주시 시청로 8-1 (금릉동),043-856-9456,한식,043-850-3473
일반음식점,충주통나무묵집,충청북도 충주시 안림로 146 (안림동),043-842-5059,한식,043-850-3473
일반음식점,우리곤드레밥청국장,충청북도 충주시 앙성면 가곡로 1503,043-846-5505,한식,043-850-3473
일반음식점,중앙탑초가집,충청북도 충주시 중앙탑면 중앙탑길 10,043-845-6789,한식,043-850-3473
일반음식점,민속촌식당,충청북도 충주시 수안보면 물탕2길 14,043-848-7713,한식,043-850-3473
일반음식점,숯도령대쪽갈비본점,충청북도 충주시 형설로 78 (용산동),043-857-8292,식육(숯불구이),043-850-3473
일반음식점,자갈치횟집,충청북도 충주시 빙현천변1길 27-1 (문화동),043-842-7070,횟집,043-850-3473
일반음식점,장수염소탕,충청북도 충주시 금제7길 7 (금릉동),043-845-2451,한식,043-850-3473
일반음식점,이조식당,"충청북도 충주시 상방6길 36, 1층 (봉방동)",043-847-3925,한식,043-850-3473
일반음식점,왕십리곱창,충청북도 충주시 충인7길 13-1 (충의동),043-847-2575,한식,043-850-3473
일반음식점,동아리왕족보쌈건대점,충청북도 충주시 하단4길 22 (단월동),043-851-3582,호프/통닭,043-850-3473
일반음식점,시골식당한정식,충청북도 충주시 봉방4길 10 (봉방동),043-848-1319,한식,043-850-3473
일반음식점,가마솥한식뷔페,충청북도 충주시 동량면 대전조돈길 5,043-857-6288,한식,043-850-3473
일반음식점,밀당분식,충청북도 충주시 엄정면 내창로 190,043-855-2141,분식,043-850-3473
일반음식점,시그너스클럽하우스,"충청북도 충주시 앙성면 중방곡길 57-44, A동 1층",043-857-5002,한식,043-850-3473
일반음식점,솔밭나루터가든,충청북도 충주시 중앙탑면 첨단산업로 975,043-855-6493,한식,043-850-3473
일반음식점,수월보리밥,충청북도 충주시 신니면 수월3길 44,043-847-4945,한식,043-850-3473
일반음식점,헐,충청북도 충주시 수안보면 미륵송계로 488,043-848-3624,한식,043-850-3473
일반음식점,연아밥상,충청북도 충주시 중앙탑면 청금로 135,070-4106-7375,한식,043-850-3473
일반음식점,동래파전,충청북도 충주시 연수상가길 40 (연수동),043-844-1001,한식,043-850-3473
일반음식점,자연정원,충청북도 충주시 앙성면 가곡로 1538,043-855-1314,한식,043-850-3473
일반음식점,회를품은오리,충청북도 충주시 번영대로 33 (금릉동),043-846-4848,한식,043-850-3473
일반음식점,숲속둥지,충청북도 충주시 앙성면 하너미로 586,043-846-0977,한식,043-850-3473
일반음식점,상록수식당,충청북도 충주시 수안보면 주정산로 19,043-846-0433,한식,043-850-3473
일반음식점,충주컨벤션센터웨딩홀,충청북도 충주시 봉현로 296 (교현동),043-854-7777,뷔페식,043-850-3473
일반음식점,모카라운지,충청북도 충주시 관아4길 16 (성내동),043-847-0705,한식,043-850-3473
일반음식점,참샘골,충청북도 충주시 주덕읍 시장길 51,043-847-6208,한식,043-850-3473
일반음식점,화다닭,충청북도 충주시 봉방천변길 78 (봉방동),043-855-5333,통닭(치킨),043-850-3473
일반음식점,파라다이스F&B,충청북도 충주시 충원대로 736 (금릉동),043-851-7788,뷔페식,043-850-3473
일반음식점,문강유황온천호텔식당,충청북도 충주시 살미면 팔봉로 1061,043-848-5115,한식,043-850-3473
일반음식점,하루,충청북도 충주시 칠금9길 6-1 (칠금동),043-854-8208,경양식,043-850-3473
일반음식점,샘,충청북도 충주시 수안보면 수안보로 394,043-856-5585,호프/통닭,043-850-3473
일반음식점,59쌀피자교현법원점,충청북도 충주시 금릉로 110 (교현동),043-855-5988,경양식,043-850-3473
일반음식점,순수가성,충청북도 충주시 관아5길 3 (성내동),043-847-5888,한식,043-850-3473
일반음식점,신라반점1호점,충청북도 충주시 행정1길 99 (목행동),043-854-3113,중국식,043-850-3473
일반음식점,지호식당,충청북도 충주시 지현천변2길 47 (지현동),043-848-5292,한식,043-850-3473
일반음식점,남산회관정육식당,충청북도 충주시 거룡11길 9 (용산동),043-842-7302,한식,043-850-3473
일반음식점,연수골,충청북도 충주시 연수로 76-7 (연수동),043-844-5931,한식,043-850-3473
일반음식점,돈산한울,충청북도 충주시 앙성면 가곡로 1406,043-843-4744,한식,043-850-3473
일반음식점,청호식당,충청북도 충주시 상방1길 10 (봉방동),043-854-1851,한식,043-850-3473
일반음식점,능암골가든,충청북도 충주시 앙성면 가곡로 1546,043-855-6220,한식,043-850-3473
일반음식점,전원손칼국수,충청북도 충주시 야현1길 10 (교현동),043-843-5446,분식,043-850-3473
일반음식점,은하수참한우정육식당,충청북도 충주시 천변로 229 (교현동),043-853-7535,한식,043-850-3473
일반음식점,우물가밥집,충청북도 충주시 금제1길 39 (금릉동),043-843-1280,한식,043-850-3473
일반음식점,정석통바베큐족구이,충청북도 충주시 천변로 328 (교현동),043-856-8883,한식,043-850-3473
일반음식점,장수맛집,충청북도 충주시 성남2길 20-1 (성남동),043-854-5592,한식,043-850-3473
일반음식점,충주우렁이쌈밥,충청북도 충주시 칠금9길 16-1 (칠금동),043-843-3599,한식,043-850-3473
일반음식점,탄금대왕갈비탕,충청북도 충주시 능바우길 35 (칠금동),043-857-8577,한식,043-850-3473
일반음식점,통통파닭,충청북도 충주시 야현1길 48 (교현동),043-843-2279,호프/통닭,043-850-3473
일반음식점,서울맛집,충청북도 충주시 금릉로 85 (연수동),043-843-2700,한식,043-850-3473
일반음식점,향원마라탕,충청북도 충주시 금봉7길 2 (용산동),043-855-5327,중국식,043-850-3473
일반음식점,관아골식당,충청북도 충주시 관아1길 28 (성내동),043-843-1340,한식,043-850-3473
일반음식점,황칠백숙모와집,충청북도 충주시 칠금13길 9 (칠금동),043-846-0244,한식,043-850-3473
일반음식점,영심이,"충청북도 충주시 신니면 덕고개로 8, 1층",043-851-1527,통닭(치킨),043-850-3473
일반음식점,예성원,충청북도 충주시 형설로 187 (성내동),043-855-7191,호프/통닭,043-850-3473
일반음식점,성진밥집,"충청북도 충주시 원호암2길 12, 1층 (호암동)",043-848-3561,한식,043-850-3473
일반음식점,물텀벙이,충청북도 충주시 칠금중앙3길 20 (칠금동),043-845-0460,한식,043-850-3473
일반음식점,자금성본점,충청북도 충주시 칠금중앙3길 14 (칠금동),,중국식,043-850-3473
일반음식점,항구회포차,충청북도 충주시 형설로 187 (성내동),043-854-9224,한식,043-850-3473
일반음식점,김밥생각1호점,충청북도 충주시 칠금중앙로 27 (칠금동),043-847-1290,한식,043-850-3473
일반음식점,여진,충청북도 충주시 봉방8길 15 (봉방동),043-847-8335,정종/대포집/소주방,043-850-3473
일반음식점,권대식의 참치회방꾼,충청북도 충주시 칠금12길 1 (칠금동),043-855-2221,일식,043-850-3473
일반음식점,명동치킨타운,충청북도 충주시 응골2길 15 (금릉동),043-843-0659,한식,043-850-3473
일반음식점,꼼장군대패삼겹살,충청북도 충주시 연수로 2 (금릉동),043-843-9249,한식,043-850-3473
일반음식점,시골뚝배기,충청북도 충주시 행정11길 40 (목행동),070-8866-3181,한식,043-850-3473
일반음식점,오미가,충청북도 충주시 수안보면 주정산로 19,043-846-9674,한식,043-850-3473
일반음식점,신자연식당,충청북도 충주시 충인3길 17 (충인동),043-854-2589,한식,043-850-3473
일반음식점,포차사랑,충청북도 충주시 남산14길 5 (교현동),043-852-8524,호프/통닭,043-850-3473
일반음식점,비비큐연수행복점,충청북도 충주시 번영대로 144 (연수동),043-848-9283,통닭(치킨),043-850-3473
일반음식점,웃으면돼지,충청북도 충주시 목행산단5로 29 (목행동),043-853-8543,한식,043-850-3473
일반음식점,일미닭갈비파전건대점,충청북도 충주시 충열2길 19 (단월동),043-856-3285,한식,043-850-3473
일반음식점,삼성식당,충청북도 충주시 엄정면 미내장터길 19-2,043-852-8533,한식,043-850-3473
일반음식점,또래오래한국교통대점,충청북도 충주시 대소원면 대학로 20,043-855-3292,통닭(치킨),043-850-3473
일반음식점,서울냉면설렁탕,충청북도 충주시 앙성면 용당1길 25,043-854-0113,한식,043-850-3473
일반음식점,찬물내기,"충청북도 충주시 칠금중앙로 30, 상가동 108호 (칠금동, 부영아파트)",043-842-9279,호프/통닭,043-850-3473
일반음식점,뽕식당,충청북도 충주시 충인2길 17 (충의동),043-848-7883,한식,043-850-3473
일반음식점,교촌치킨갱고개점,"충청북도 충주시 봉현로 322, 1층 (교현동)",043-842-9929,호프/통닭,043-850-3473
일반음식점,놀러와요,충청북도 충주시 천변로 293-1 (교현동),043-852-3320,호프/통닭,043-850-3473
일반음식점,대가미포차,충청북도 충주시 대가미10길 23 (교현동),043-845-0147,호프/통닭,043-850-3473
일반음식점,만찬해장국,충청북도 충주시 상방13길 14 (봉방동),043-842-7797,한식,043-850-3473
일반음식점,전주남문토종순대국,충청북도 충주시 칠금중앙4길 15 (칠금동),043-857-8777,한식,043-850-3473
일반음식점,산꼴,충청북도 충주시 야현8길 18 (교현동),043-852-9253,한식,043-850-3473
일반음식점,석수오리돌판구이,충청북도 충주시 대소원면 쇠실로 966,043-852-5291,한식,043-850-3473
일반음식점,정원집꿀오리숯불구이,충청북도 충주시 교동16길 9 (교현동),043-848-9252,한식,043-850-3473
일반음식점,교촌치킨봉방문화교현점,충청북도 충주시 국원대로 79 (교현동),043-857-9982,통닭(치킨),043-850-3473
일반음식점,몬테피자앤처갓집치킨,"충청북도 충주시 칠금15길 1, 1층 (칠금동)",043-853-9288,패스트푸드,043-850-3473
일반음식점,한아름호프,충청북도 충주시 연수서1길 7 (연수동),043-842-4888,호프/통닭,043-850-3473
일반음식점,하남미가,충청북도 충주시 산척면 인등로 229-8,043-854-7744,한식,043-850-3473
일반음식점,짱돌치킨,"충청북도 충주시 충열1길 17, 2층 (단월동)",043-851-3507,호프/통닭,043-850-3473
일반음식점,(주)코앤엠중원GC클럽하우스,충청북도 충주시 산척면 인등로 392,043-849-7926,기타,043-850-3473
일반음식점,만리향,"충청북도 충주시 수안보면 온천중앙길 21, 2층",,중국식,043-850-3473
일반음식점,(주)코앤엠중원GC신라티하우스,충청북도 충주시 산척면 인등로 392,043-849-7926,한식,043-850-3473
일반음식점,(주)코앤엠중원GC고구려티하우스,충청북도 충주시 산척면 인등로 392,043-849-7926,한식,043-850-3473
일반음식점,늘해랑,충청북도 충주시 안림로 261 (안림동),043-846-5800,한식,043-850-3473
일반음식점,착한국밥,충청북도 충주시 대흥6길 33 (교현동),043-852-3442,한식,043-850-3473
일반음식점,도담,충청북도 충주시 성서1길 50 (성서동),,한식,043-850-3473
일반음식점,춘천메밀촌·닭갈비,충청북도 충주시 신립로 79 (칠금동),043-843-3100,한식,043-850-3473
일반음식점,피자마루충주연수점,"충청북도 충주시 연수로 7, 상가동 15호 (연수동)",043-856-1082,패스트푸드,043-850-3473
일반음식점,신대명가든,충청북도 충주시 주덕읍 신양로 53,043-851-5290,한식,043-850-3473
일반음식점,굽네치킨칠금문화점,충청북도 충주시 칠금3길 16-1 (칠금동),043-856-8294,통닭(치킨),043-850-3473
일반음식점,참참참식당,"충청북도 충주시 칠금중앙1길 24, 1층 (칠금동)",043-847-0708,한식,043-850-3473
일반음식점,현정이네야식,충청북도 충주시 예성6길 31 (교현동),043-855-2280,호프/통닭,043-850-3473
일반음식점,은혜삼겹살,충청북도 충주시 빙현천변1길 19 (지현동),043-846-3393,식육(숯불구이),043-850-3473
일반음식점,이도희한우생갈비연수점,충청북도 충주시 연수상가길 35 (연수동),,식육(숯불구이),043-850-3473
일반음식점,디디치킨건대단월점,충청북도 충주시 충원대로 162 (단월동),043-852-9282,통닭(치킨),043-850-3473
일반음식점,김옥열할매촌,충청북도 충주시 금제6길 8-1 (금릉동),043-857-4366,한식,043-850-3473
일반음식점,칼국수먹는날,"충청북도 충주시 대소원면 대소원로 108, 상가동 103호",043-845-5530,한식,043-850-3473
일반음식점,체림,"충청북도 충주시 연수상가3길 6, 2층 (연수동)",,기타,043-850-3473
일반음식점,진미해물즉석떡볶이,충청북도 충주시 성서8길 15 (성서동),043-856-2199,분식,043-850-3473
일반음식점,동굴막창,충청북도 충주시 남산14길 33-7 (교현동),043-847-6778,한식,043-850-3473
일반음식점,행복한우동가게강순희,충청북도 충주시 연수상가1길 13 (연수동),043-854-1053,한식,043-850-3473
일반음식점,염소이야기,충청북도 충주시 대가미8길 3-9 (교현동),043-846-4700,한식,043-850-3473
일반음식점,어신여울,"충청북도 충주시 충원대로 21, 1층 (단월동)",043-851-9823,한식,043-850-3473
일반음식점,복희네구이,충청북도 충주시 사직로 194 (성남동),043-853-7431,한식,043-850-3473
일반음식점,통나무집손두부,충청북도 충주시 삼원로 27 (봉방동),043-854-3357,한식,043-850-3473
일반음식점,마니또와,충청북도 충주시 충인1길 20-1 (충의동),043-846-3224,호프/통닭,043-850-3473
일반음식점,시그너스23티하우스,"충청북도 충주시 앙성면 중방곡길 57-44, 아이동",043-857-5002,한식,043-850-3473
일반음식점,시그너스스타트티하우스,"충청북도 충주시 앙성면 중방곡길 57-44, 엘동",043-857-5001,한식,043-850-3473
일반음식점,할매토종순대국,"충청북도 충주시 중앙탑면 감노로 2205, 가동",043-848-8283,한식,043-850-3473
일반음식점,시골식당,충청북도 충주시 수안보면 온천중앙길 29,,한식,043-850-3473
일반음식점,시그너스6티하우스,"충청북도 충주시 앙성면 중방곡길 57-44, 디이동",043-857-5002,한식,043-850-3473
일반음식점,시그너스15티하우스,"충청북도 충주시 앙성면 중방곡길 57-44, 이이동",043-857-5001,한식,043-850-3473
일반음식점,김박사해물찜,충청북도 충주시 금제9길 30 (금릉동),043-845-0003,한식,043-850-3473
일반음식점,강계화청국장,충청북도 충주시 금제7길 10 (금릉동),043-855-5113,한식,043-850-3473
일반음식점,생각나는감자탕,충청북도 충주시 대소원면 대학로 11,043-847-0073,한식,043-850-3473
일반음식점,케이 펍,충청북도 충주시 연수상가길 29 (연수동),,호프/통닭,043-850-3473
일반음식점,월악민속순두부,충청북도 충주시 무학3길 11 (봉방동),043-848-2504,한식,043-850-3473
일반음식점,뛰는족발날으는통닭,충청북도 충주시 사직로 237 (성내동),043-851-8254,통닭(치킨),043-850-3473
일반음식점,능이촌,충청북도 충주시 주덕읍 시장길 8,043-853-2053,한식,043-850-3473
일반음식점,연수수가성,충청북도 충주시 연수동산로5길 21 (연수동),043-855-5883,한식,043-850-3473
일반음식점,관아골어머니밥상,충청북도 충주시 관아6길 7 (성내동),043-842-0337,한식,043-850-3473
일반음식점,뚝길계명식당,충청북도 충주시 지현천변1길 13-2 (지현동),043-845-4050,한식,043-850-3473
일반음식점,줄줄이김밥,"충청북도 충주시 남산9길 23, 103호 (교현동, 건일상가)",043-851-6333,분식,043-850-3473
일반음식점,한솥도시락충주교통대점,충청북도 충주시 대소원면 대학로 21,043-853-6232,한식,043-850-3473
일반음식점,맥주와땅콩,"충청북도 충주시 금곡로 31, B동 108,111호 (연수동)",043-856-3666,호프/통닭,043-850-3473
일반음식점,탄금반점,충청북도 충주시 탄금대로 296 (칠금동),043-853-8855,중국식,043-850-3473
일반음식점,이모네 순대국,충청북도 충주시 연수상가길 40-1 (연수동),043-857-9295,호프/통닭,043-850-3473
일반음식점,순이네왕족발편육,충청북도 충주시 충인2길 12-2 (충의동),043-846-3242,한식,043-850-3473
일반음식점,돈이랑칼국수,충청북도 충주시 금제1길 39-1 (금릉동),043-854-5656,분식,043-850-3473
일반음식점,연탄갈비마을,충청북도 충주시 중앙로 13 (문화동),043-842-9998,한식,043-850-3473
일반음식점,선지마을,충청북도 충주시 주덕읍 신양2길 19,043-855-4022,호프/통닭,043-850-3473
일반음식점,큰집막창연수점,충청북도 충주시 국원초5길 9 (연수동),070-8805-8580,식육(숯불구이),043-850-3473
일반음식점,장수식당,충청북도 충주시 예성11길 2 (교현동),043-855-5563,한식,043-850-3473
일반음식점,피자스쿨연수점,충청북도 충주시 번영대로 134 (연수동),043-856-8886,패스트푸드,043-850-3473
일반음식점,유천떡만두,충청북도 충주시 금제7길 18 (금릉동),043-910-9355,한식,043-850-3473
일반음식점,온누리펜션가든,충청북도 충주시 대소원면 창현로 598,043-855-6040,한식,043-850-3473
일반음식점,우리장작구이 곤지암할매소머리국밥,충청북도 충주시 신니면 수월1길 19,043-853-1292,한식,043-850-3473
일반음식점,려산,충청북도 충주시 동수14길 11 (연수동),043-856-6325,중국식,043-850-3473
일반음식점,산삼을품은족발,충청북도 충주시 대가미10길 38 (교현동),043-855-4881,한식,043-850-3473
일반음식점,관현각달천점,충청북도 충주시 중원대로 3824 (용두동),043-856-5400,중국식,043-850-3473
일반음식점,탐,"충청북도 충주시 갱고개로 230, 101,102호 (연수동)",043-843-5001,호프/통닭,043-850-3473
일반음식점,명호공주얼큰이칼국수,충청북도 충주시 국원초2길 26 (연수동),043-843-2223,한식,043-850-3473
일반음식점,70년대손짜장,충청북도 충주시 지곡10길 40 (지현동),043-848-6656,중국식,043-850-3473
일반음식점,옛날찐빵,충청북도 충주시 산척면 천등박달로 132,043-857-5949,분식,043-850-3473
일반음식점,대성부대고기식당,충청북도 충주시 사직로 298-1 (안림동),043-843-7979,한식,043-850-3473
일반음식점,소태부동산식당,충청북도 충주시 소태면 주치길 15,043-855-5592,한식,043-850-3473
일반음식점,대패일번지,충청북도 충주시 연수상가길 26 (연수동),043-854-0666,한식,043-850-3473
일반음식점,광해루,충청북도 충주시 산척면 도봉2길 4,043-853-1277,중국식,043-850-3473
일반음식점,동해해물찜,충청북도 충주시 연수동산로4길 14 (연수동),043-848-5999,한식,043-850-3473
일반음식점,연수가든,충청북도 충주시 막은대미재길 11 (연수동),043-857-6204,한식,043-850-3473
일반음식점,용원옛날순두부,충청북도 충주시 신니면 용원1길 1,043-857-8440,한식,043-850-3473
일반음식점,성원분식,충청북도 충주시 대가미7길 9 (칠금동),043-848-1399,분식,043-850-3473
일반음식점,공원가든,충청북도 충주시 중앙탑면 중앙탑길 112-3,043-854-5392,한식,043-850-3473
일반음식점,신라정교현,충청북도 충주시 국원대로 85-1 (교현동),043-845-9591,한식,043-850-3473
일반음식점,보성식당,충청북도 충주시 산척면 동산로 717-1,043-851-4981,한식,043-850-3473
일반음식점,대패삼겹살과메밀사랑,충청북도 충주시 교동17길 11 (교현동),043-853-1255,한식,043-850-3473
일반음식점,앙성탄산24시식당,충청북도 충주시 앙성면 가곡로 1457,043-855-7360,한식,043-850-3473
일반음식점,진로한우촌식당,충청북도 충주시 사직로 283-2 (안림동),043-843-8337,한식,043-850-3473
일반음식점,본죽엔비빔밥계룡힐스점,"충청북도 충주시 연수동산로3길 20, 107호 (연수동, 대명프라자)",,한식,043-850-3473
일반음식점,한솥도시락건국대앞점,충청북도 충주시 충열5길 12 (단월동),043-856-8585,김밥(도시락),043-850-3473
일반음식점,논두렁밭두렁,충청북도 충주시 앙성면 내용2길 7,043-854-3339,한식,043-850-3473
일반음식점,봉이동동,"충청북도 충주시 만리산로 26, 1층 (교현동)",043-848-0200,호프/통닭,043-850-3473
일반음식점,사내식당,"충청북도 충주시 앙성면 중방곡길 57-44, 엠동 (시그너스컨트리클럽)",043-857-5001,한식,043-850-3473
일반음식점,마실,충청북도 충주시 노은면 감노로 1405,043-853-3766,한식,043-850-3473
일반음식점,황포돛대,"충청북도 충주시 금제8길 9, 1층 (금릉동)",043-853-2268,한식,043-850-3473
일반음식점,김밥친구,"충청북도 충주시 금릉로 48, 101,110호 (칠금동, (부영1차아파트상가))",043-848-4921,분식,043-850-3473
일반음식점,청풍명월,충청북도 충주시 금봉대로 523 (연수동),043-855-9259,한식,043-850-3473
일반음식점,골드얼얼이꼬꼬발,충청북도 충주시 형설로 159-1 (성남동),043-857-5859,한식,043-850-3473
일반음식점,오뎅언니,충청북도 충주시 연수상가길 42 (연수동),043-842-9794,분식,043-850-3473
일반음식점,치킨하우스,충청북도 충주시 신니면 신덕로 781-4,043-852-5254,호프/통닭,043-850-3473
일반음식점,새로운식당,충청북도 충주시 신니면 신덕로 227,043-854-7833,한식,043-850-3473
일반음식점,간이역남산역점,"충청북도 충주시 남산9길 23, 나동 107호 (교현동, 건일상가)",043-852-1851,정종/대포집/소주방,043-850-3473
일반음식점,채선당충주연수점,충청북도 충주시 갱고개로 157 (연수동),043-857-8090,한식,043-850-3473
일반음식점,용궁,충청북도 충주시 동량면 조동1길 76,043-851-3513,중국식,043-850-3473
일반음식점,고추장송어,충청북도 충주시 금봉대로 521 (연수동),043-848-4322,한식,043-850-3473
일반음식점,번영식당,충청북도 충주시 산척면 동산로 728,043-855-8819,한식,043-850-3473
일반음식점,다보식당,충청북도 충주시 무학천변길 88 (봉방동),043-853-6869,한식,043-850-3473
일반음식점,허준본가한방카페,충청북도 충주시 칠금12길 29 (칠금동),043-852-8800,전통찻집,043-850-3473
일반음식점,무학새풍년식당,충청북도 충주시 무학4길 5-1 (봉방동),,한식,043-850-3473
일반음식점,우미랑,충청북도 충주시 앙성면 가곡로 948,043-855-1820,한식,043-850-3473
일반음식점,김화자막창소곱창,충청북도 충주시 연수상가길 37 (연수동),043-843-9991,한식,043-850-3473
일반음식점,온천식당(溫泉食堂),충청북도 충주시 앙성면 새바지길 37,043-844-2020,한식,043-850-3473
일반음식점,주덕시골추어탕,"충청북도 충주시 주덕읍 신양2로 22, 1층",043-844-7582,한식,043-850-3473
일반음식점,깡촌밥집,"충청북도 충주시 충원대로 188, 나동 (단월동)",043-845-7787,한식,043-850-3473
일반음식점,풍금소리,충청북도 충주시 우륵로 16 (칠금동),043-856-4647,호프/통닭,043-850-3473
일반음식점,화신닭집,충청북도 충주시 주덕읍 신덕로 1372,043-846-5460,통닭(치킨),043-850-3473
일반음식점,첼리,충청북도 충주시 남산2길 4-6 (교현동),043-857-4268,기타,043-850-3473
일반음식점,포카라,충청북도 충주시 충원대로 59 (단월동),043-855-2006,경양식,043-850-3473
일반음식점,홍굴이해물짬뽕본점,충청북도 충주시 형설로 101 (용산동),043-851-9165,중국식,043-850-3473
일반음식점,송담추어탕연수점,충청북도 충주시 갱고개로 245 (연수동),043-845-8933,한식,043-850-3473
일반음식점,분식사랑,충청북도 충주시 주덕읍 신양로 99,043-845-1006,분식,043-850-3473
